Year,Month,Day,Hour,Rainfall,WaterLevel,FWaterLevel
2008,1,4,0,0.0,1.04,1.43
2008,1,4,1,0.0,1.04,1.29
2008,1,4,2,0.0,1.13,1.15
2008,1,4,3,0.0,1.37,1.14
2008,1,4,4,0.0,1.49,1.05
2008,1,4,5,0.0,1.49,0.0
2008,1,4,6,0.0,1.43,0.0
2008,1,4,7,0.0,1.29,1.07
2008,1,4,8,0.0,1.15,1.32
2008,1,5,9,0.0,1.14,1.62
2008,1,5,10,0.0,1.05,1.68
2008,1,5,11,0.0,0.0,1.28
2008,1,5,12,0.0,0.0,1.71
2008,1,5,13,0.0,1.07,1.55
2008,1,5,14,0.0,1.32,1.34
2008,1,5,15,0.0,1.62,1.12
2008,1,5,16,0.0,1.68,0.0
2008,1,5,17,0.0,1.28,1.04
2008,1,5,18,0.0,1.71,1.04
2008,1,5,19,0.0,1.55,1.04
2008,1,5,20,0.0,1.34,1.04
2008,1,5,21,0.0,1.12,1.12
2008,1,5,22,0.0,0.0,1.38
2008,1,5,23,0.0,1.04,1.6
2008,1,5,0,0.0,1.04,1.66
2008,1,5,1,0.0,1.04,1.54
2008,1,5,2,0.0,1.04,1.54
2008,1,5,3,0.0,1.12,1.29
2008,1,5,4,0.0,1.38,0.0
2008,1,5,5,0.0,1.6,1.04
2008,1,5,6,0.0,1.66,1.04
2008,1,5,7,0.0,1.54,1.04
2008,1,5,8,0.0,1.54,1.08
2008,1,6,9,0.0,1.29,1.36
2008,1,6,10,0.0,0.0,1.68
2008,1,6,11,0.0,1.04,1.88
2008,1,6,12,0.0,1.04,0.0
2008,1,6,13,0.0,1.04,0.0
2008,1,6,14,0.0,1.08,0.0
2008,1,6,15,0.0,1.36,1.28
2008,1,6,16,0.0,1.68,1.08
2008,1,6,17,0.0,1.88,1.04
2008,1,6,18,0.0,0.0,0.0
2008,1,6,19,0.0,0.0,1.01
2008,1,6,20,0.0,0.0,1.04
2008,1,6,21,0.0,1.28,1.04
2008,1,6,22,6.0,1.08,0.0
2008,1,6,23,0.0,1.04,1.46
2008,1,6,0,0.0,0.0,1.64
2008,1,6,1,0.0,1.01,1.62
2008,1,6,2,0.0,1.04,1.48
2008,1,6,3,0.0,1.04,1.43
2008,1,6,4,0.0,0.0,1.3
2008,1,6,5,0.0,1.46,1.1
2008,1,6,6,0.0,1.64,1.04
2008,1,6,7,0.0,1.62,1.04
2008,1,6,8,0.0,1.48,1.04
2008,1,7,9,0.0,1.43,1.11
2008,1,7,10,0.0,1.3,1.43
2008,1,7,11,0.0,1.1,1.77
2008,1,7,12,0.0,1.04,1.97
2008,1,7,13,0.0,1.04,1.94
2008,1,7,14,0.0,1.04,1.76
2008,1,7,15,0.0,1.11,1.53
2008,1,7,16,0.0,1.43,1.27
2008,1,7,17,0.0,1.77,1.07
2008,1,7,18,0.0,1.97,1.04
2008,1,7,19,0.0,1.94,1.04
2008,1,7,20,0.0,1.76,1.04
2008,1,7,21,0.0,1.53,1.04
2008,1,7,22,0.0,1.27,1.08
2008,1,7,23,0.0,1.07,1.36
2008,1,7,0,0.0,1.04,1.65
2008,1,7,1,0.0,1.04,1.79
2008,1,7,2,0.0,1.04,1.69
2008,1,7,3,0.0,1.04,1.74
2008,1,7,4,0.0,1.08,1.52
2008,1,7,5,0.0,1.36,1.26
2008,1,7,6,0.0,1.65,0.0
2008,1,7,7,0.0,1.79,0.0
2008,1,7,8,0.0,1.69,1.04
2008,1,8,9,0.0,1.74,0.0
2008,1,8,10,0.0,1.52,0.0
2008,1,8,11,0.0,1.26,0.0
2008,1,8,12,0.0,0.0,0.0
2008,1,8,13,0.0,0.0,2.05
2008,1,8,14,1.0,1.04,1.97
2008,1,8,15,0.0,0.0,1.75
2008,1,8,16,0.0,0.0,1.51
2008,1,8,17,0.0,0.0,1.23
2008,1,8,18,0.0,0.0,1.04
2008,1,8,19,0.0,2.05,1.04
2008,1,8,20,0.0,1.97,1.04
2008,1,8,21,0.0,1.75,1.03
2008,1,8,22,0.0,1.51,1.03
2008,1,8,23,0.0,1.23,1.19
2008,1,8,0,0.0,1.04,1.52
2008,1,8,1,0.0,1.04,1.81
2008,1,8,2,0.0,1.04,1.78
2008,1,8,3,0.0,1.03,0.0
2008,1,8,4,0.0,1.03,0.0
2008,1,8,5,0.0,1.19,1.43
2008,1,8,6,0.0,1.52,0.0
2008,1,8,7,0.0,1.81,1.04
2008,1,8,8,0.0,1.78,1.04
2008,1,9,9,0.0,0.0,1.03
2008,1,9,10,0.0,0.0,1.07
2008,1,9,11,0.0,1.43,1.39
2008,1,9,12,0.0,0.0,1.38
2008,1,9,13,0.0,1.04,0.0
2008,1,9,14,0.0,1.04,0.0
2008,1,9,15,0.0,1.03,0.0
2008,1,9,16,0.0,1.07,0.0
2008,1,9,17,0.0,1.39,0.0
2008,1,9,18,0.0,1.38,1.06
2008,1,9,19,0.0,0.0,1.04
2008,1,9,20,0.0,0.0,1.04
2008,1,9,21,0.0,0.0,1.03
2008,1,9,22,0.0,0.0,1.03
2008,1,9,23,0.0,0.0,1.05
2008,1,9,0,0.0,1.06,1.36
2008,1,9,1,0.0,1.04,1.74
2008,1,9,2,0.0,1.04,1.92
2008,1,9,3,0.0,1.03,1.03
2008,1,9,4,0.0,1.03,1.03
2008,1,9,5,0.0,1.05,1.29
2008,1,9,6,0.0,1.36,1.8
2008,1,9,7,0.0,1.74,1.94
2008,1,9,8,0.0,1.92,0.0
2008,1,10,9,0.0,1.03,0.0
2008,1,10,10,0.0,1.03,0.0
2008,1,10,11,0.0,1.29,0.0
2008,1,10,12,0.0,1.8,1.6
2008,1,10,13,2.0,1.94,1.96
2008,1,10,14,1.0,0.0,2.08
2008,1,10,15,0.0,0.0,2.04
2008,1,10,16,0.0,0.0,1.78
2008,1,10,17,0.0,0.0,1.63
2008,1,10,18,0.0,1.6,0.0
2008,1,10,19,0.0,1.96,0.0
2008,1,10,20,0.0,2.08,1.93
2008,1,10,21,0.0,2.04,1.67
2008,1,10,22,0.0,1.78,1.4
2008,1,10,23,0.0,1.63,1.13
2008,1,10,0,0.0,0.0,1.04
2008,1,10,1,0.0,0.0,1.04
2008,1,10,2,0.0,1.93,1.03
2008,1,10,3,0.0,1.67,1.95
2008,1,10,4,0.0,1.4,1.92
2008,1,10,5,0.0,1.13,1.72
2008,1,10,6,0.0,1.04,1.49
2008,1,10,7,0.0,1.04,1.23
2008,1,10,8,0.0,1.03,1.06
2008,1,11,9,0.0,1.95,1.03
2008,1,11,10,0.0,1.92,1.03
2008,1,11,11,0.0,1.72,1.09
2008,1,11,12,0.0,1.49,1.44
2008,1,11,13,0.0,1.23,1.68
2008,1,11,14,0.0,1.06,2.03
2008,1,11,15,1.0,1.03,2.07
2008,1,11,16,0.0,1.03,2.06
2008,1,11,17,40.0,1.09,1.98
2008,1,11,18,19.0,1.44,1.36
2008,1,11,19,1.0,1.68,1.1
2008,1,11,20,1.0,2.03,1.04
2008,1,11,21,6.0,2.07,1.03
2008,1,11,22,0.0,2.06,1.03
2008,1,11,23,0.0,1.98,1.03
2008,1,11,0,0.0,1.36,1.05
2008,1,11,1,0.0,1.1,1.39
2008,1,11,2,0.0,1.04,1.77
2008,1,11,3,28.0,1.03,2.04
2008,1,11,4,1.0,1.03,2.1
2008,1,11,5,0.0,1.03,1.99
2008,1,11,6,1.0,1.05,1.79
2008,1,11,7,2.0,1.39,1.61
2008,1,11,8,4.0,1.77,1.41
2008,1,12,9,2.0,2.04,1.23
2008,1,12,10,0.0,2.1,1.08
2008,1,12,11,1.0,1.99,1.05
2008,1,12,12,0.0,1.79,1.12
2008,1,12,13,1.0,1.61,1.56
2008,1,12,14,0.0,1.41,2.0
2008,1,12,15,0.0,1.23,2.05
2008,1,12,16,0.0,1.08,2.0
2008,1,12,17,0.0,1.05,1.68
2008,1,12,18,0.0,1.12,1.66
2008,1,12,19,2.0,1.56,1.41
2008,1,12,20,0.0,2.0,1.16
2008,1,12,21,1.0,2.05,0.0
2008,1,12,22,0.0,2.0,0.0
2008,1,12,23,0.0,1.68,1.05
2008,1,12,0,0.0,1.66,1.05
2008,1,12,1,0.0,1.41,1.31
2008,1,12,2,0.0,1.16,1.74
2008,1,12,3,0.0,0.0,0.0
2008,1,12,4,0.0,0.0,1.9
2008,1,12,5,0.0,1.05,1.86
2008,1,12,6,0.0,1.05,1.73
2008,1,12,7,0.0,1.31,1.53
2008,1,12,8,0.0,1.74,1.31
2008,1,13,9,0.0,0.0,1.11
2008,1,13,10,0.0,1.9,1.05
2008,1,13,11,0.0,1.86,1.04
2008,1,13,12,0.0,1.73,1.04
2008,1,13,13,0.0,1.53,1.18
2008,1,13,14,1.0,1.31,1.66
2008,1,13,15,10.0,1.11,1.93
2008,1,13,16,4.0,1.05,1.93
2008,1,13,17,0.0,1.04,1.83
2008,1,13,18,0.0,1.04,1.68
2008,1,13,19,0.0,1.18,1.48
2008,1,13,20,0.0,1.66,1.25
2008,1,13,21,0.0,1.93,1.07
2008,1,13,22,0.0,1.93,1.04
2008,1,13,23,0.0,1.83,1.04
2008,1,13,0,0.0,1.68,1.04
2008,1,13,1,0.0,1.48,1.17
2008,1,13,2,0.0,1.25,1.59
2008,1,13,3,0.0,1.07,1.8
2008,1,13,4,0.0,1.04,0.0
2008,1,13,5,0.0,1.04,1.88
2008,1,13,6,0.0,1.04,1.8
2008,1,13,7,0.0,1.17,1.67
2008,1,13,8,0.0,1.59,1.48
2008,1,14,9,0.0,1.8,1.25
2008,1,14,10,0.0,0.0,1.06
2008,1,14,11,0.0,1.88,1.04
2008,1,14,12,0.0,1.8,1.03
2008,1,14,13,0.0,1.67,1.03
2008,1,14,14,0.0,1.48,1.21
2008,1,14,15,0.0,1.25,1.51
2008,1,14,16,0.0,1.06,1.72
2008,1,14,17,0.0,1.04,1.82
2008,1,14,18,0.0,1.03,1.67
2008,1,14,19,0.0,1.03,1.5
2008,1,14,20,0.0,1.21,1.29
2008,1,14,21,0.0,1.51,1.09
2008,1,14,22,0.0,1.72,1.04
2008,1,14,23,0.0,1.82,1.04
2008,1,14,0,0.0,1.67,1.04
2008,1,14,1,0.0,1.5,1.05
2008,1,14,2,0.0,1.29,1.43
2008,1,14,3,0.0,1.09,1.44
2008,1,14,4,0.0,1.04,1.79
2008,1,14,5,0.0,1.04,1.91
2008,1,14,6,0.0,1.04,1.89
2008,1,14,7,0.0,1.05,1.8
2008,1,14,8,0.0,1.43,1.63
2008,1,15,9,0.0,1.44,1.42
2008,1,15,10,0.0,1.79,1.18
2008,1,15,11,0.0,1.91,1.04
2008,1,15,12,0.0,1.89,1.03
2008,1,15,13,0.0,1.8,1.03
2008,1,15,14,0.0,1.63,1.03
2008,1,15,15,0.0,1.42,1.2
2008,1,15,16,0.0,1.18,1.42
2008,1,15,17,0.0,1.04,1.54
2008,1,15,18,0.0,1.03,1.73
2008,1,15,19,0.0,1.03,1.57
2008,1,15,20,0.0,1.03,1.35
2008,1,15,21,0.0,1.2,1.12
2008,1,15,22,0.0,1.42,1.04
2008,1,15,23,0.0,1.54,1.03
2008,1,15,0,0.0,1.73,1.03
2008,1,15,1,0.0,1.57,1.03
2008,1,15,2,0.0,1.35,1.13
2008,1,15,3,0.0,1.12,1.27
2008,1,15,4,0.0,1.04,1.51
2008,1,15,5,0.0,1.03,1.77
2008,1,15,6,0.0,1.03,1.88
2008,1,15,7,0.0,1.03,0.0
2008,1,15,8,0.0,1.13,0.0
2008,1,16,9,0.0,1.27,1.59
2008,1,16,10,0.0,1.51,1.35
2008,1,16,11,0.0,1.77,1.13
2008,1,16,12,0.0,1.88,1.04
2008,1,16,13,0.0,0.0,1.03
2008,1,16,14,0.0,0.0,1.03
2008,1,16,15,0.0,1.59,1.03
2008,1,16,16,0.0,1.35,1.03
2008,1,16,17,0.0,1.13,1.26
2008,1,16,18,0.0,1.04,1.64
2008,1,16,19,0.0,1.03,1.58
2008,1,16,20,0.0,1.03,1.45
2008,1,16,21,0.0,1.03,1.26
2008,1,16,22,0.0,1.03,1.07
2008,1,16,23,0.0,1.26,1.04
2008,1,16,0,0.0,1.64,1.03
2008,1,16,1,0.0,1.58,1.03
2008,1,16,2,0.0,1.45,1.07
2008,1,16,3,0.0,1.26,1.1
2008,1,16,4,0.0,1.07,1.27
2008,1,16,5,0.0,1.04,1.52
2008,1,16,6,0.0,1.03,1.78
2008,1,16,7,0.0,1.03,0.0
2008,1,16,8,0.0,1.07,1.93
2008,1,17,9,0.0,1.1,1.85
2008,1,17,10,0.0,1.27,1.66
2008,1,17,11,0.0,1.52,1.43
2008,1,17,12,0.0,1.78,1.21
2008,1,17,13,2.0,0.0,1.06
2008,1,17,14,0.0,1.93,1.04
2008,1,17,15,0.0,1.85,1.05
2008,1,17,16,1.0,1.66,1.04
2008,1,17,17,0.0,1.43,1.04
2008,1,17,18,1.0,1.21,1.47
2008,1,17,19,10.0,1.06,1.58
2008,1,17,20,3.0,1.04,1.56
2008,1,17,21,18.0,1.05,1.42
2008,1,17,22,1.0,1.04,1.22
2008,1,17,23,2.0,1.04,1.07
2008,1,17,0,0.0,1.47,1.04
2008,1,17,1,0.0,1.58,1.03
2008,1,17,2,0.0,1.56,1.03
2008,1,17,3,0.0,1.42,1.09
2008,1,17,4,0.0,1.22,1.34
2008,1,17,5,2.0,1.07,1.56
2008,1,17,6,2.0,1.04,1.68
2008,1,17,7,0.0,1.03,1.7
2008,1,17,8,0.0,1.03,1.6
2008,1,18,9,0.0,1.09,1.46
2008,1,18,10,0.0,1.34,1.32
2008,1,18,11,0.0,1.56,1.74
2008,1,18,12,0.0,1.68,1.6
2008,1,18,13,0.0,1.7,1.44
2008,1,18,14,0.0,1.6,1.24
2008,1,18,15,0.0,1.46,1.08
2008,1,18,16,0.0,1.32,1.04
2008,1,18,17,0.0,1.74,1.04
2008,1,18,18,0.0,1.6,1.11
2008,1,18,19,0.0,1.44,1.38
2008,1,18,20,0.0,1.24,1.52
2008,1,18,21,0.0,1.08,1.61
2008,1,18,22,0.0,1.04,1.51
2008,1,18,23,0.0,1.04,1.37
2008,1,18,0,0.0,1.11,1.31
2008,1,18,1,0.0,1.38,1.2
2008,1,18,2,0.0,1.52,1.15
2008,1,18,3,0.0,1.61,1.21
2008,1,18,4,0.0,1.51,1.14
2008,1,18,5,0.0,1.37,1.12
2008,1,18,6,0.0,1.31,1.19
2008,1,18,7,0.0,1.2,1.39
2008,1,18,8,0.0,1.15,1.71
2008,1,19,9,0.0,1.21,1.9
2008,1,19,10,0.0,1.14,1.98
2008,1,19,11,1.0,1.12,1.93
2008,1,19,12,3.0,1.19,1.77
2008,1,19,13,1.0,1.39,1.58
2008,1,19,14,1.0,1.71,1.38
2008,1,19,15,1.0,1.9,1.17
2008,1,19,16,2.0,1.98,1.05
2008,1,19,17,2.0,1.93,1.04
2008,1,19,18,0.0,1.77,1.04
2008,1,19,19,0.0,1.58,1.09
2008,1,19,20,0.0,1.38,1.34
2008,1,19,21,0.0,1.17,1.56
2008,1,19,22,0.0,1.05,1.68
2008,1,19,23,0.0,1.04,1.7
2008,1,19,0,0.0,1.04,1.6
2008,1,19,1,0.0,1.09,1.46
2008,1,19,2,0.0,1.34,1.32
2008,1,19,3,0.0,1.56,1.34
2008,1,19,4,0.0,1.68,1.17
2008,1,19,5,0.0,1.7,1.08
2008,1,19,6,0.0,1.6,1.05
2008,1,19,7,0.0,1.46,1.05
2008,1,19,8,0.0,1.32,1.31
2008,1,20,9,0.0,1.34,1.28
2008,1,20,10,2.0,1.17,2.07
2008,1,20,11,2.0,1.08,2.11
2008,1,20,12,1.0,1.05,2.01
2008,1,20,13,3.0,1.05,1.85
2008,1,20,14,2.0,1.31,1.66
2008,1,20,15,1.0,1.28,1.46
2008,1,20,16,0.0,2.07,1.23
2008,1,20,17,0.0,2.11,1.07
2008,1,20,18,0.0,2.01,1.04
2008,1,20,19,1.0,1.85,1.04
2008,1,20,20,0.0,1.66,1.04
2008,1,20,21,0.0,1.46,1.25
2008,1,20,22,0.0,1.23,1.57
2008,1,20,23,0.0,1.07,1.8
2008,1,20,0,0.0,1.04,1.8
2008,1,20,1,0.0,1.04,1.67
2008,1,20,2,0.0,1.04,1.52
2008,1,20,3,0.0,1.25,1.57
2008,1,20,4,0.0,1.57,1.36
2008,1,20,5,0.0,1.8,1.15
2008,1,20,6,1.0,1.8,1.05
2008,1,20,7,2.0,1.67,1.04
2008,1,20,8,3.0,1.52,1.04
2008,1,21,9,3.0,1.57,1.24
2008,1,21,10,0.0,1.36,1.69
2008,1,21,11,0.0,1.15,2.04
2008,1,21,12,0.0,1.05,2.12
2008,1,21,13,1.0,1.04,2.08
2008,1,21,14,1.0,1.04,1.91
2008,1,21,15,0.0,1.24,1.7
2008,1,21,16,0.0,1.69,1.49
2008,1,21,17,0.0,2.04,1.26
2008,1,21,18,0.0,2.12,1.04
2008,1,21,19,0.0,2.08,1.04
2008,1,21,20,0.0,1.91,1.03
2008,1,21,21,0.0,1.7,1.03
2008,1,21,22,0.0,1.49,1.34
2008,1,21,23,0.0,1.26,1.65
2008,1,21,0,0.0,1.04,1.78
2008,1,21,1,0.0,1.04,1.89
2008,1,21,2,0.0,1.03,1.75
2008,1,21,3,0.0,1.03,1.77
2008,1,21,4,0.0,1.34,1.56
2008,1,21,5,0.0,1.65,1.34
2008,1,21,6,0.0,1.78,1.12
2008,1,21,7,1.0,1.89,0.0
2008,1,21,8,0.0,1.75,1.03
2008,1,22,9,0.0,1.77,1.03
2008,1,22,10,0.0,1.56,1.34
2008,1,22,11,0.0,1.34,1.85
2008,1,22,12,0.0,1.12,2.09
2008,1,22,13,0.0,0.0,2.15
2008,1,22,14,0.0,1.03,2.1
2008,1,22,15,0.0,1.03,1.91
2008,1,22,16,0.0,1.34,1.67
2008,1,22,17,0.0,1.85,1.42
2008,1,22,18,0.0,2.09,1.07
2008,1,22,19,0.0,2.15,1.04
2008,1,22,20,0.0,2.1,1.03
2008,1,22,21,0.0,1.91,1.03
2008,1,22,22,0.0,1.67,1.06
2008,1,22,23,0.0,1.42,1.4
2008,1,22,0,0.0,1.07,1.8
2008,1,22,1,0.0,1.04,2.02
2008,1,22,2,0.0,1.03,1.96
2008,1,22,3,0.0,1.03,1.96
2008,1,22,4,0.0,1.06,1.75
2008,1,22,5,0.0,1.4,1.51
2008,1,22,6,0.0,1.8,1.25
2008,1,22,7,0.0,2.02,1.06
2008,1,22,8,0.0,1.96,1.03
2008,1,23,9,0.0,1.96,1.03
2008,1,23,10,0.0,1.75,1.08
2008,1,23,11,0.0,1.51,1.47
2008,1,23,12,0.0,1.25,1.95
2008,1,23,13,0.0,1.06,2.13
2008,1,23,14,0.0,1.03,2.16
2008,1,23,15,0.0,1.03,2.1
2008,1,23,16,0.0,1.08,1.88
2008,1,23,17,0.0,1.47,1.62
2008,1,23,18,0.0,1.95,1.16
2008,1,23,19,0.0,2.13,1.04
2008,1,23,20,0.0,2.16,1.03
2008,1,23,21,0.0,2.1,1.03
2008,1,23,22,0.0,1.88,1.03
2008,1,23,23,0.0,1.62,1.14
2008,1,23,0,0.0,1.16,1.57
2008,1,23,1,0.0,1.04,1.94
2008,1,23,2,0.0,1.03,2.03
2008,1,23,3,0.0,1.03,2.06
2008,1,23,4,0.0,1.03,1.91
2008,1,23,5,0.0,1.14,1.66
2008,1,23,6,0.0,1.57,1.4
2008,1,23,7,0.0,1.94,1.14
2008,1,23,8,0.0,2.03,1.04
2008,1,24,9,0.0,2.06,1.03
2008,1,24,10,0.0,1.91,1.03
2008,1,24,11,0.0,1.66,1.12
2008,1,24,12,0.0,1.4,1.55
2008,1,24,13,0.0,1.14,1.98
2008,1,24,14,0.0,1.04,2.12
2008,1,24,15,0.0,1.03,2.14
2008,1,24,16,0.0,1.03,2.01
2008,1,24,17,0.0,1.12,1.75
2008,1,24,18,0.0,1.55,1.35
2008,1,24,19,0.0,1.98,1.1
2008,1,24,20,0.0,2.12,1.04
2008,1,24,21,0.0,2.14,1.03
2008,1,24,22,0.0,2.01,1.03
2008,1,24,23,0.0,1.75,1.03
2008,1,24,0,0.0,1.35,1.3
2008,1,24,1,0.0,1.1,1.75
2008,1,24,2,0.0,1.04,2.02
2008,1,24,3,0.0,1.03,2.05
2008,1,24,4,0.0,1.03,1.99
2008,1,24,5,0.0,1.03,1.78
2008,1,24,6,0.0,1.3,1.54
2008,1,24,7,0.0,1.75,1.28
2008,1,24,8,0.0,2.02,1.06
2008,1,25,9,0.0,2.05,1.06
2008,1,25,10,0.0,1.99,1.03
2008,1,25,11,0.0,1.78,1.03
2008,1,25,12,0.0,1.54,1.19
2008,1,25,13,0.0,1.28,1.27
2008,1,25,14,0.0,1.06,1.7
2008,1,25,15,0.0,1.06,2.02
2008,1,25,16,0.0,1.03,2.09
2008,1,25,17,0.0,1.03,2.03
2008,1,25,18,0.0,1.19,1.49
2008,1,25,19,0.0,1.27,1.21
2008,1,25,20,0.0,1.7,1.05
2008,1,25,21,0.0,2.02,1.03
2008,1,25,22,0.0,2.09,1.03
2008,1,25,23,0.0,2.03,1.03
2008,1,25,0,0.0,1.49,1.07
2008,1,25,1,0.0,1.21,1.46
2008,1,25,2,0.0,1.05,1.9
2008,1,25,3,0.0,1.03,1.75
2008,1,25,4,0.0,1.03,2.04
2008,1,25,5,0.0,1.03,2.07
2008,1,25,6,0.0,1.07,1.9
2008,1,25,7,0.0,1.46,1.64
2008,1,25,8,0.0,1.9,1.38
2008,1,26,9,0.0,1.75,0.0
2008,1,26,10,0.0,2.04,1.03
2008,1,26,11,0.0,2.07,1.03
2008,1,26,12,0.0,1.9,1.02
2008,1,26,13,0.0,1.64,1.03
2008,1,26,14,0.0,1.38,1.36
2008,1,26,15,0.0,0.0,1.79
2008,1,26,16,0.0,1.03,2.01
2008,1,26,17,0.0,1.03,1.89
2008,1,26,18,0.0,1.02,1.82
2008,1,26,19,0.0,1.03,1.56
2008,1,26,20,0.0,1.36,1.28
2008,1,26,21,0.0,1.79,1.06
2008,1,26,22,0.0,2.01,1.03
2008,1,26,23,0.0,1.89,1.03
2008,1,26,0,0.0,1.82,1.02
2008,1,26,1,0.0,1.56,1.02
2008,1,26,2,0.0,1.28,1.29
2008,1,26,3,0.0,1.06,1.85
2008,1,26,4,0.0,1.03,1.94
2008,1,26,5,1.0,1.03,1.86
2008,1,26,6,0.0,1.02,1.68
2008,1,26,7,2.0,1.02,1.46
2008,1,26,8,0.0,1.29,0.0
2008,1,27,9,0.0,1.85,1.04
2008,1,27,10,0.0,1.94,1.02
2008,1,27,11,0.0,1.86,1.02
2008,1,27,12,0.0,1.68,1.02
2008,1,27,13,0.0,1.46,1.09
2008,1,27,14,0.0,0.0,1.4
2008,1,27,15,0.0,1.04,1.86
2008,1,27,16,0.0,1.02,1.82
2008,1,27,17,0.0,1.02,1.73
2008,1,27,18,0.0,1.02,1.79
2008,1,27,19,0.0,1.09,1.56
2008,1,27,20,0.0,1.4,1.31
2008,1,27,21,0.0,1.86,1.08
2008,1,27,22,0.0,1.82,1.03
2008,1,27,23,0.0,1.73,1.03
2008,1,27,0,0.0,1.79,1.02
2008,1,27,1,0.0,1.56,1.02
2008,1,27,2,0.0,1.31,1.5
2008,1,27,3,0.0,1.08,1.62
2008,1,27,4,0.0,1.03,1.86
2008,1,27,5,0.0,1.03,1.83
2008,1,27,6,0.0,1.02,1.69
2008,1,27,7,0.0,1.02,1.48
2008,1,27,8,0.0,1.5,1.26
2008,1,28,9,3.0,1.62,1.07
2008,1,28,10,0.0,1.86,1.02
2008,1,28,11,0.0,1.83,1.02
2008,1,28,12,0.0,1.69,1.02
2008,1,28,13,0.0,1.48,1.02
2008,1,28,14,0.0,1.26,1.14
2008,1,28,15,0.0,1.07,1.41
2008,1,28,16,0.0,1.02,1.56
2008,1,28,17,0.0,1.02,1.56
2008,1,28,18,0.0,1.02,1.55
2008,1,28,19,0.0,1.02,1.31
2008,1,28,20,0.0,1.14,1.09
2008,1,28,21,0.0,1.41,1.03
2008,1,28,22,0.0,1.56,1.02
2008,1,28,23,0.0,1.56,1.02
